0,71
1.0194248529742,69.58
2.0205640583614,68.16
3.0034176161616,66.74
3.9679855263749,65.32
4.9142677890011,63.9
5.8422644040404,62.48
6.7519753714927,61.06
7.643400691358,59.64
8.5165403636364,58.22
9.3713943883277,56.8
10.207962765432,55.38
11.02624549495,53.96
11.82624257688,52.54
12.607954011223,51.12
13.37137979798,49.7
14.116519937149,48.28
14.843374428732,46.86
15.551943272727,45.44
16.242226469136,44.02
16.914224017957,42.6
17.567935919192,41.18
18.20336217284,39.76
18.8205027789,38.34
19.419357737374,36.92
19.99992704826,35.5
20.56221071156,34.08
21.106208727273,32.66
21.631921095398,31.24
22.139347815937,29.82
22.628488888889,28.4
23.099344314254,26.98
23.551914092031,25.56
23.986198222222,24.14
24.402196704826,22.72
24.799909539843,21.3
25.179336727273,19.88
25.540478267116,18.46
25.883334159372,17.04
26.20790440404,15.62
26.514189001122,14.2
26.802187950617,12.78
27.071901252525,11.36
27.323328906846,9.9399999999999
27.55647091358,8.5199999999999
27.771327272727,7.0999999999999
27.967897984287,5.6799999999999
28.14618304826,4.2599999999999
28.306182464646,2.8399999999999
28.447896233446,1.4199999999999
